Student_ID,Age,Gender,Department,Year_of_Study,CGPA,Attendance_Percentage,Study_Hours_per_Week,Extracurricular_Activities,Part_Time_Job,Satisfaction_Level,Scholarship,Parental_Education_Level,Internet_Access,Family_Income
S4857,18,Male,Physics,Third,3.11,80.18,14,No,No,Very Satisfied,No,High School,Yes,Medium
S4858,18,Female,Economics,Fourth,2.56,92.39,8,Yes,Yes,Very Satisfied,Yes,High School,No,Medium
S4859,22,Female,Mathematics,Fourth,3.26,69.72,14,No,Yes,Very Satisfied,No,Master's,Yes,Low
S4860,26,Male,Biology,First,2.55,52.57,33,Yes,Yes,Very Dissatisfied,No,PhD,No,Medium
S4861,23,Female,Economics,First,2.93,81.54,32,No,Yes,Satisfied,No,Bachelor's,No,Medium
S4862,20,Female,Computer Science,Fourth,3.86,99.34,33,Yes,Yes,Very Satisfied,No,Master's,No,Medium
S4863,20,Non-binary,Economics,Second,3.11,92.71,23,Yes,No,Neutral,No,Master's,Yes,Medium
S4864,24,Female,Mathematics,Fourth,2.6,87.91,17,No,No,Satisfied,Yes,PhD,No,Medium
S4865,23,Male,Economics,First,3.25,58.83,38,Yes,No,Very Dissatisfied,No,High School,Yes,Low
S4866,26,Non-binary,Computer Science,Fourth,2.93,87.43,24,No,No,Very Satisfied,Yes,Master's,No,Medium
S4867,23,Male,Computer Science,Second,2.61,54.07,22,Yes,No,Satisfied,No,High School,Yes,Low
S4868,22,Female,Mathematics,Second,3.01,,5,No,No,Dissatisfied,Yes,PhD,Yes,Low
S4869,27,Non-binary,Physics,First,3.62,68.54,30,No,Yes,Very Satisfied,Yes,Bachelor's,No,High
S4870,24,Non-binary,Economics,Fourth,3.3,95.26,7,Yes,Yes,Satisfied,No,Bachelor's,No,Low
S4871,18,Non-binary,Biology,First,2.91,,7,No,Yes,Very Satisfied,No,Bachelor's,No,Low
S4872,29,Non-binary,Computer Science,Third,2.39,89.44,25,No,Yes,Dissatisfied,No,High School,Yes,Low
S4873,24,Male,Computer Science,First,3.37,52.43,22,Yes,No,Neutral,No,Master's,No,High
S4874,20,Female,Economics,First,3.24,85.09,35,No,Yes,Neutral,Yes,Bachelor's,Yes,Low
S4875,26,Female,Physics,First,2.19,64.69,35,Yes,Yes,Dissatisfied,Yes,Master's,No,Low
S4876,23,Non-binary,Economics,Fourth,2.26,98.8,12,No,Yes,Satisfied,No,Bachelor's,No,Medium
S4877,26,Female,Mathematics,Third,3.79,83.59,29,Yes,No,Very Dissatisfied,Yes,High School,Yes,Medium
S4878,22,Male,Biology,Fourth,3.16,65.45,24,No,No,Very Satisfied,No,High School,No,Low
S4879,24,Female,Economics,Second,,61.78,15,No,Yes,Very Dissatisfied,No,High School,Yes,Medium
S4880,21,Male,Computer Science,Third,3.57,81.97,5,Yes,No,Very Satisfied,No,Bachelor's,No,Medium
S4881,24,Male,Computer Science,First,3.61,63.64,25,No,No,Very Dissatisfied,Yes,Master's,Yes,Medium
S4882,18,Female,Mathematics,First,,59.34,21,No,No,Very Satisfied,Yes,High School,No,Medium
S4883,24,Male,Physics,First,2.54,82.38,32,No,Yes,Neutral,Yes,Master's,Yes,Medium
S4884,25,Male,Economics,Fourth,,86.21,22,No,No,Very Satisfied,No,Master's,No,Medium
S4885,22,Male,Chemistry,Second,3.08,61.9,33,No,Yes,Very Satisfied,No,Bachelor's,Yes,Medium
S4886,19,Male,Physics,Third,2.92,,14,No,No,Dissatisfied,Yes,Master's,No,Medium
S4887,22,Non-binary,Computer Science,Third,2.46,83.18,13,No,No,Dissatisfied,Yes,High School,Yes,Medium
S4888,23,Female,Economics,Fourth,2.82,97.1,38,No,No,Very Satisfied,Yes,PhD,No,Medium
S4889,29,Non-binary,Computer Science,Second,2.79,90.17,24,No,Yes,Very Satisfied,Yes,PhD,Yes,Low
S4890,19,Male,Biology,Third,2.26,71.04,35,No,No,Satisfied,No,High School,No,High
S4891,23,Female,Physics,Fourth,3.5,92.22,7,Yes,Yes,Neutral,No,Master's,Yes,Low
S4892,23,Male,Chemistry,Second,2.47,72.08,5,Yes,Yes,Very Satisfied,No,PhD,Yes,Medium
S4893,18,Female,Biology,Second,3.65,56.51,37,Yes,No,Very Satisfied,No,PhD,Yes,Low
S4894,18,Non-binary,Chemistry,Third,3.08,67.06,12,Yes,Yes,Neutral,Yes,High School,No,Medium
S4895,28,Female,Biology,Third,2.68,90.24,22,Yes,Yes,Satisfied,No,PhD,No,Low
S4896,27,Male,Physics,Second,3.19,97.79,34,No,Yes,Dissatisfied,No,Bachelor's,No,Low
S4897,20,Female,Computer Science,Third,2.93,,37,No,Yes,Dissatisfied,Yes,High School,No,Low
S4898,27,Female,Chemistry,Fourth,3.66,,26,No,No,Neutral,No,Master's,No,Low
S4899,27,Non-binary,Physics,Second,4.06,73.92,21,Yes,Yes,Very Satisfied,Yes,PhD,Yes,Low
S4900,29,Male,Chemistry,Third,3.2,58.1,13,Yes,No,Dissatisfied,No,Master's,No,Medium
S4901,20,Female,Physics,Third,2.91,,26,No,Yes,Very Satisfied,Yes,Master's,Yes,High
S4902,21,Non-binary,Biology,Fourth,3.8,75.93,14,No,Yes,Very Dissatisfied,No,Master's,No,High
S4903,19,Female,Physics,Third,2.9,86.39,37,No,No,Very Satisfied,Yes,Bachelor's,No,Low
S4904,26,Male,Biology,Third,2.74,66.2,7,No,Yes,Dissatisfied,No,PhD,No,High
S4905,27,Female,Computer Science,Third,,83.73,21,Yes,No,Very Satisfied,Yes,PhD,No,High
S4906,29,Female,Biology,First,3.42,78.54,13,Yes,Yes,Very Satisfied,Yes,PhD,Yes,Medium
S4907,28,Female,Mathematics,Fourth,2.74,,23,Yes,No,Satisfied,Yes,Master's,Yes,High
S4908,24,Female,Computer Science,Fourth,3.16,60.48,38,Yes,No,Satisfied,Yes,High School,No,Medium
S4909,24,Male,Economics,First,2.83,79.55,6,No,Yes,Very Satisfied,No,PhD,Yes,Medium
S4910,23,Non-binary,Economics,Fourth,3.3,70.69,31,No,Yes,Neutral,Yes,PhD,No,Medium
S4911,20,Non-binary,Physics,Third,,63.08,23,No,No,Neutral,No,Bachelor's,No,Medium
S4912,23,Female,Physics,Third,2.36,67.86,37,No,Yes,Neutral,No,High School,Yes,Low
S4913,29,Male,Mathematics,Third,3.02,64.73,30,Yes,No,Neutral,Yes,PhD,Yes,Low
S4914,25,Male,Physics,Fourth,,76.38,38,No,Yes,Dissatisfied,No,Master's,Yes,Medium
S4915,25,Male,Computer Science,Fourth,,77.9,32,No,Yes,Neutral,No,Bachelor's,Yes,Medium
S4916,28,Male,Computer Science,Second,2.75,93.28,20,Yes,Yes,Dissatisfied,Yes,Bachelor's,No,Low
S4917,26,Male,Biology,First,2.7,89.07,26,No,No,Neutral,No,High School,Yes,High
S4918,18,Male,Chemistry,Fourth,2.15,65.13,32,No,No,Very Satisfied,No,PhD,No,Low
S4919,18,Female,Physics,Second,2.41,96.57,18,Yes,Yes,Neutral,Yes,PhD,Yes,Medium
S4920,20,Non-binary,Mathematics,First,2.23,93.42,10,Yes,Yes,Very Satisfied,No,PhD,Yes,Medium
S4921,20,Non-binary,Economics,First,2.63,81.29,15,No,Yes,Very Satisfied,No,High School,Yes,Medium
S4922,27,Female,Computer Science,Third,3.26,50.93,24,Yes,No,Satisfied,No,Master's,No,High
S4923,25,Non-binary,Computer Science,Third,3.74,60.46,20,No,No,Very Dissatisfied,Yes,Bachelor's,No,High
S4924,27,Male,Computer Science,Second,3.53,89.47,10,No,No,Very Dissatisfied,Yes,PhD,Yes,Medium
S4925,18,Male,Chemistry,Second,3.22,72.69,12,No,No,Very Satisfied,Yes,PhD,Yes,Medium
S4926,19,Non-binary,Chemistry,Third,3.19,56.3,8,Yes,No,Very Dissatisfied,No,PhD,Yes,Medium
S4927,19,Male,Physics,Third,,70.41,38,No,No,Very Dissatisfied,Yes,Master's,Yes,Low
S4928,20,Male,Economics,First,2.95,60.6,24,No,Yes,Neutral,Yes,Bachelor's,No,Medium
S4929,23,Non-binary,Mathematics,First,3.69,,28,No,No,Very Dissatisfied,Yes,PhD,No,Medium
S4930,18,Female,Chemistry,Fourth,3.31,94.46,7,No,No,Very Dissatisfied,No,High School,Yes,Medium
S4931,19,Non-binary,Biology,Third,3.1,,32,No,No,Very Dissatisfied,No,PhD,No,Medium
S4932,18,Non-binary,Chemistry,First,2.12,,34,No,Yes,Satisfied,Yes,Master's,No,Low
S4933,22,Non-binary,Computer Science,Second,3.36,67.94,33,Yes,Yes,Very Dissatisfied,Yes,PhD,No,Medium
S4934,24,Non-binary,Mathematics,First,3.37,56.44,25,Yes,Yes,Neutral,No,Bachelor's,No,Low
S4935,25,Female,Physics,Third,2.69,65.2,31,Yes,Yes,Dissatisfied,Yes,High School,Yes,Medium
S4936,27,Female,Chemistry,First,3.11,88.56,29,Yes,Yes,Satisfied,Yes,High School,No,Medium
S4937,18,Male,Computer Science,Third,2.93,64.6,7,No,Yes,Neutral,No,Master's,No,Medium
S4938,24,Male,Biology,First,2.73,77.21,5,No,Yes,Very Satisfied,No,Master's,No,Medium
S4939,22,Non-binary,Biology,Fourth,3.21,55.94,27,Yes,Yes,Neutral,No,Bachelor's,No,Medium
S4940,27,Male,Physics,Fourth,2.46,67.38,9,Yes,No,Dissatisfied,No,PhD,No,Medium
S4941,18,Female,Physics,Second,4.02,51.98,35,Yes,Yes,Satisfied,Yes,Master's,Yes,Medium
S4942,20,Male,Chemistry,Second,3.27,77.41,29,Yes,No,Dissatisfied,Yes,High School,Yes,Medium
S4943,24,Male,Physics,Third,2.95,67.38,39,No,Yes,Very Satisfied,No,Master's,Yes,Low
S4944,27,Male,Economics,Third,3.48,93.6,5,Yes,No,Very Satisfied,Yes,PhD,No,Medium
S4945,18,Non-binary,Economics,Third,3.39,69.63,19,No,No,Very Satisfied,No,PhD,Yes,High
S4946,24,Male,Computer Science,First,2.63,77.89,28,No,No,Neutral,No,PhD,Yes,Low
S4947,22,Female,Computer Science,First,2.75,98.83,38,No,No,Neutral,No,PhD,Yes,Medium
S4948,18,Female,Computer Science,First,1.86,82.14,22,Yes,Yes,Very Dissatisfied,No,Master's,Yes,Medium
S4949,18,Female,Economics,Second,,75.02,29,Yes,Yes,Very Satisfied,No,PhD,Yes,Medium
S4950,18,Female,Chemistry,Third,3.33,,5,Yes,No,Dissatisfied,No,PhD,No,Low
S4951,28,Male,Chemistry,First,3.09,91.05,13,No,No,Very Satisfied,Yes,Bachelor's,No,Medium
S4952,26,Non-binary,Physics,Second,2.75,82.12,35,Yes,Yes,Satisfied,No,Bachelor's,No,Low
S4953,28,Female,Chemistry,Fourth,3.17,,26,No,No,Neutral,No,High School,No,Medium
S4954,20,Female,Computer Science,Third,2.73,62.28,6,No,No,Very Satisfied,No,PhD,Yes,Low
S4955,22,Non-binary,Mathematics,Fourth,2.27,,24,No,Yes,Very Dissatisfied,No,High School,Yes,Medium
S4956,28,Non-binary,Computer Science,Second,,52.25,27,No,Yes,Very Satisfied,No,Master's,Yes,High
S4957,27,Female,Economics,Third,4.15,85.92,16,Yes,Yes,Very Dissatisfied,No,Bachelor's,Yes,Low
S4958,29,Female,Mathematics,First,2.92,61.39,14,No,No,Neutral,No,Bachelor's,No,Low
S4959,26,Non-binary,Physics,Second,2.95,74.49,36,No,No,Neutral,Yes,PhD,No,Low
S4960,23,Female,Biology,Fourth,3.26,62.08,9,No,No,Very Dissatisfied,Yes,High School,No,High
S4961,29,Female,Chemistry,Fourth,3.49,74.46,33,No,Yes,Satisfied,Yes,Bachelor's,No,Medium
S4962,26,Male,Chemistry,Fourth,2.89,59.48,37,Yes,Yes,Neutral,No,Master's,No,Medium
S4963,25,Non-binary,Economics,Second,3.55,,27,No,No,Very Dissatisfied,Yes,Bachelor's,No,Low
S4964,25,Male,Computer Science,Second,2.89,95.52,17,No,Yes,Neutral,No,High School,Yes,High
S4965,18,Male,Computer Science,Third,2.99,90.37,6,No,Yes,Very Satisfied,No,Bachelor's,Yes,Low
S4966,26,Non-binary,Mathematics,Third,2.76,62.08,15,Yes,Yes,Dissatisfied,No,Bachelor's,Yes,Medium
S4967,23,Male,Chemistry,Fourth,3.38,74.91,32,Yes,No,Satisfied,Yes,High School,Yes,Medium
S4968,26,Female,Economics,Second,2.31,71.16,29,Yes,No,Dissatisfied,No,Master's,Yes,Low
S4969,20,Male,Physics,Third,3.11,98.27,22,No,Yes,Satisfied,No,PhD,No,High
S4970,29,Non-binary,Computer Science,Second,3.3,89.94,13,Yes,No,Very Satisfied,No,Master's,Yes,Medium
S4971,20,Female,Chemistry,First,3.51,55.37,6,No,Yes,Very Dissatisfied,No,High School,No,Low
S4972,23,Female,Biology,Second,3.27,58.43,21,Yes,Yes,Very Dissatisfied,Yes,PhD,No,Medium
S4973,26,Female,Economics,Fourth,2.54,85.1,37,Yes,No,Very Dissatisfied,Yes,Bachelor's,No,Medium
S4974,24,Female,Mathematics,Second,,57.99,39,No,Yes,Very Satisfied,No,Bachelor's,No,Medium
S4975,20,Male,Computer Science,Fourth,3.37,97.52,37,Yes,No,Dissatisfied,No,High School,Yes,Low
S4976,20,Male,Computer Science,Third,3.32,99.65,36,Yes,No,Neutral,Yes,Master's,No,High
S4977,19,Female,Physics,Third,2.88,88.92,24,No,No,Very Dissatisfied,No,Master's,No,Low
S4978,26,Non-binary,Computer Science,Third,2.92,51.34,34,No,No,Neutral,No,Master's,No,Low
S4979,20,Female,Economics,First,3.5,74.14,26,No,No,Dissatisfied,No,PhD,No,High
S4980,28,Male,Chemistry,Fourth,3.0,70.3,29,Yes,No,Neutral,No,Master's,No,Medium
S4981,22,Female,Chemistry,First,2.52,89.98,15,No,Yes,Neutral,No,Master's,No,Medium
S4982,26,Male,Chemistry,First,2.8,64.35,38,No,No,Neutral,No,Master's,No,Low
S4983,25,Female,Biology,Third,3.75,69.31,32,Yes,No,Very Satisfied,No,PhD,No,Low
S4984,19,Non-binary,Biology,Fourth,2.33,54.68,39,No,No,Dissatisfied,Yes,Master's,Yes,Low
S4985,20,Female,Computer Science,Second,3.65,67.13,8,Yes,Yes,Neutral,Yes,PhD,Yes,High
S4986,19,Non-binary,Biology,Second,3.01,98.69,13,No,Yes,Very Dissatisfied,Yes,PhD,Yes,Low
S4987,25,Non-binary,Biology,Fourth,2.34,97.11,26,No,Yes,Very Dissatisfied,No,High School,No,High
S4988,23,Female,Physics,Second,3.4,87.51,29,No,Yes,Dissatisfied,Yes,Bachelor's,No,Medium
S4989,23,Non-binary,Biology,Third,2.64,95.36,25,Yes,Yes,Very Satisfied,Yes,Master's,Yes,Low
S4990,29,Non-binary,Mathematics,Third,3.05,60.56,29,No,Yes,Neutral,No,Bachelor's,Yes,Medium
S4991,26,Male,Mathematics,First,2.08,81.09,21,No,Yes,Very Satisfied,Yes,PhD,Yes,Medium
S4992,25,Male,Mathematics,Third,3.67,75.0,19,Yes,No,Dissatisfied,No,PhD,No,Medium
S4993,21,Non-binary,Computer Science,Second,2.85,71.13,11,No,Yes,Satisfied,No,High School,Yes,Medium
S4994,29,Female,Chemistry,First,2.69,66.24,36,No,Yes,Very Dissatisfied,Yes,PhD,No,High
S4995,21,Non-binary,Physics,Fourth,3.1,93.32,12,Yes,No,Neutral,Yes,High School,No,Medium
S4996,26,Female,Computer Science,Fourth,3.44,74.23,7,Yes,No,Neutral,Yes,Bachelor's,No,Low
S4997,18,Male,Chemistry,First,2.91,,37,No,No,Dissatisfied,No,PhD,No,Medium
S4998,19,Female,Physics,Third,3.43,85.3,21,No,Yes,Dissatisfied,Yes,High School,No,Medium
S4999,19,Non-binary,Physics,First,2.99,56.8,5,Yes,No,Very Satisfied,Yes,PhD,Yes,Low
S5000,23,Non-binary,Physics,First,3.04,52.45,21,Yes,Yes,Very Dissatisfied,No,High School,No,Medium
S5001,21,Non-binary,Mathematics,Third,2.6,92.0,29,Yes,No,Very Satisfied,No,High School,Yes,Medium
S5002,28,Non-binary,Mathematics,Fourth,3.53,74.52,29,No,No,Dissatisfied,No,Bachelor's,No,Low
S5003,27,Non-binary,Mathematics,First,3.34,90.5,17,No,Yes,Very Dissatisfied,Yes,Master's,Yes,Low
S5004,20,Female,Physics,Fourth,,64.85,17,Yes,No,Dissatisfied,Yes,Bachelor's,Yes,Low
S5005,20,Non-binary,Economics,Second,3.53,93.09,16,Yes,No,Very Satisfied,No,PhD,Yes,Medium
S5006,20,Male,Physics,Third,2.48,91.54,36,No,Yes,Very Satisfied,Yes,Master's,No,High
S5007,23,Non-binary,Mathematics,Second,3.04,69.08,39,No,No,Very Satisfied,No,PhD,No,High
S5008,25,Female,Physics,Fourth,3.55,70.58,32,Yes,No,Satisfied,No,Bachelor's,Yes,Medium
S5009,28,Non-binary,Mathematics,Second,2.98,67.54,24,Yes,No,Very Satisfied,Yes,PhD,No,Medium
S5010,24,Non-binary,Mathematics,Second,3.07,51.74,32,Yes,No,Neutral,No,Master's,Yes,Medium
S5011,21,Female,Mathematics,Second,3.06,84.38,35,Yes,Yes,Very Satisfied,No,High School,No,Medium
S5012,28,Non-binary,Economics,First,3.24,63.64,28,No,No,Dissatisfied,No,High School,Yes,Low
S5013,29,Female,Chemistry,First,2.04,94.2,15,Yes,Yes,Very Satisfied,No,PhD,Yes,Medium
S5014,21,Non-binary,Physics,Third,3.06,94.87,20,No,Yes,Dissatisfied,Yes,Bachelor's,Yes,Medium
S5015,28,Male,Computer Science,Fourth,3.2,86.13,21,Yes,Yes,Dissatisfied,Yes,Master's,Yes,Low
S5016,27,Non-binary,Mathematics,Fourth,,59.08,9,Yes,No,Very Dissatisfied,No,PhD,Yes,Medium
S5017,28,Female,Economics,Third,3.8,54.46,24,No,No,Satisfied,No,High School,No,Medium
S5018,28,Male,Computer Science,Fourth,2.71,90.82,39,Yes,No,Dissatisfied,Yes,PhD,Yes,Medium
S5019,28,Female,Chemistry,Fourth,3.82,94.65,18,Yes,Yes,Dissatisfied,No,High School,Yes,Medium
S5020,19,Non-binary,Physics,Second,,67.6,30,No,No,Neutral,No,PhD,No,Low
S5021,18,Male,Economics,Second,2.33,67.65,28,Yes,Yes,Very Satisfied,Yes,Bachelor's,Yes,Low
S5022,26,Female,Mathematics,Fourth,3.75,69.51,35,No,Yes,Satisfied,Yes,Bachelor's,No,Medium
S5023,29,Male,Mathematics,Third,3.53,91.38,22,No,No,Satisfied,Yes,High School,Yes,Low
S5024,29,Male,Mathematics,Third,3.07,,26,No,Yes,Very Dissatisfied,No,Bachelor's,Yes,Low
S5025,19,Female,Economics,Fourth,2.71,56.1,25,No,No,Dissatisfied,Yes,PhD,Yes,Medium
S5026,25,Male,Computer Science,Third,2.9,81.73,38,Yes,No,Dissatisfied,No,High School,No,Medium
S5027,26,Female,Chemistry,Third,3.13,50.49,29,No,No,Neutral,Yes,High School,No,Medium
S5028,21,Male,Physics,Second,3.69,85.52,34,No,No,Satisfied,Yes,High School,No,Medium
S5029,25,Male,Chemistry,Third,2.34,88.23,10,No,No,Very Satisfied,Yes,Bachelor's,Yes,Low
S5030,26,Male,Mathematics,First,2.89,90.75,29,Yes,No,Very Dissatisfied,No,Bachelor's,Yes,Low
S5031,27,Non-binary,Chemistry,Second,,81.28,9,No,No,Very Dissatisfied,No,Master's,No,Low
S5032,27,Non-binary,Computer Science,First,2.76,59.03,33,No,Yes,Very Dissatisfied,No,PhD,Yes,High
S5033,22,Female,Biology,Fourth,2.68,,26,Yes,Yes,Very Dissatisfied,No,Master's,Yes,Low
S5034,24,Male,Biology,Third,3.8,94.99,7,No,Yes,Satisfied,Yes,High School,Yes,Medium
S5035,27,Female,Physics,First,2.6,81.69,34,Yes,Yes,Dissatisfied,Yes,PhD,Yes,High
S5036,21,Non-binary,Physics,Third,3.07,63.76,28,No,Yes,Satisfied,No,Bachelor's,No,Low
S5037,18,Non-binary,Chemistry,First,2.41,58.97,21,Yes,Yes,Very Satisfied,Yes,Master's,No,Medium
S5038,20,Non-binary,Physics,Second,3.43,61.57,24,No,No,Very Dissatisfied,Yes,Master's,Yes,Medium
S5039,22,Non-binary,Economics,Fourth,2.75,50.85,30,Yes,No,Satisfied,Yes,High School,No,High
S5040,20,Female,Computer Science,First,1.9,50.51,9,Yes,No,Very Satisfied,Yes,PhD,Yes,Low
S5041,29,Male,Mathematics,Second,3.49,64.85,17,No,Yes,Neutral,No,PhD,No,Medium
S5042,28,Female,Mathematics,Fourth,2.72,96.15,8,Yes,No,Very Dissatisfied,No,High School,No,Low
S5043,24,Male,Chemistry,First,3.66,81.07,21,Yes,No,Dissatisfied,No,Bachelor's,No,High
S5044,29,Non-binary,Mathematics,First,3.54,69.31,39,No,Yes,Dissatisfied,Yes,PhD,Yes,Medium
S5045,26,Male,Chemistry,Second,2.94,50.54,35,Yes,Yes,Dissatisfied,Yes,Master's,No,Medium
S5046,29,Non-binary,Physics,Fourth,3.2,99.49,20,Yes,No,Very Satisfied,No,High School,No,Low
S5047,23,Female,Physics,Fourth,3.05,72.79,38,Yes,No,Satisfied,Yes,Master's,Yes,Low
S5048,27,Male,Economics,Second,,99.58,36,Yes,Yes,Very Dissatisfied,No,Bachelor's,Yes,High
S5049,18,Female,Economics,Third,3.71,86.01,37,Yes,No,Very Dissatisfied,Yes,Bachelor's,Yes,Low
S5050,24,Non-binary,Computer Science,Second,2.87,52.56,12,Yes,No,Very Dissatisfied,No,PhD,Yes,Low
S5051,20,Female,Mathematics,Fourth,3.01,92.95,34,No,Yes,Very Dissatisfied,No,Master's,Yes,Low
S5052,22,Non-binary,Economics,Second,3.02,76.52,7,Yes,Yes,Neutral,No,Bachelor's,Yes,Medium
S5053,27,Non-binary,Computer Science,Third,2.89,72.64,21,Yes,Yes,Very Dissatisfied,No,High School,No,Medium
S5054,21,Non-binary,Biology,Second,3.32,87.89,28,Yes,Yes,Neutral,No,Bachelor's,Yes,Low
S5055,27,Female,Economics,Second,2.95,,20,No,Yes,Satisfied,Yes,Bachelor's,Yes,High
S5056,22,Female,Computer Science,First,2.74,89.82,24,No,Yes,Dissatisfied,No,PhD,Yes,High
S5057,22,Male,Chemistry,Third,2.79,88.03,14,Yes,No,Neutral,No,High School,No,Medium
S5058,23,Male,Chemistry,Fourth,3.83,82.06,28,No,No,Dissatisfied,Yes,Bachelor's,No,Medium
S5059,27,Female,Computer Science,Third,3.03,83.78,11,Yes,No,Dissatisfied,No,Master's,Yes,Low
S5060,29,Female,Physics,Fourth,,,24,No,No,Very Satisfied,Yes,High School,No,High
S5061,27,Female,Biology,Fourth,2.52,84.53,17,No,Yes,Neutral,No,High School,No,Medium
S5062,28,Female,Computer Science,First,2.68,55.07,33,No,No,Very Dissatisfied,No,Master's,No,Low
S5063,23,Non-binary,Economics,Third,2.76,,14,No,Yes,Very Satisfied,Yes,Master's,Yes,Medium
S5064,25,Non-binary,Physics,First,2.96,58.5,13,Yes,Yes,Very Dissatisfied,Yes,PhD,Yes,Medium
S5065,25,Non-binary,Computer Science,Second,2.64,50.71,11,Yes,Yes,Dissatisfied,Yes,High School,No,Medium
S5066,28,Female,Mathematics,Third,2.94,60.71,37,Yes,No,Very Satisfied,No,Master's,Yes,High
S5067,26,Non-binary,Economics,Second,3.1,57.72,28,No,No,Very Dissatisfied,Yes,High School,Yes,Medium
S5068,25,Non-binary,Economics,Third,3.5,55.1,20,Yes,Yes,Very Dissatisfied,No,High School,Yes,Low
S5069,28,Male,Chemistry,Fourth,2.33,60.75,36,No,Yes,Satisfied,No,High School,Yes,Medium
S5070,19,Male,Mathematics,Second,3.46,78.18,8,Yes,No,Very Satisfied,Yes,High School,No,High
S5071,29,Non-binary,Mathematics,Third,3.37,57.57,18,No,No,Very Satisfied,No,High School,Yes,High
S5072,27,Non-binary,Economics,Third,2.51,63.97,33,Yes,Yes,Dissatisfied,Yes,PhD,No,Medium
S5073,29,Non-binary,Biology,Second,2.61,92.48,26,Yes,No,Dissatisfied,No,High School,Yes,Low
S5074,28,Female,Physics,First,3.18,94.4,27,Yes,Yes,Very Satisfied,Yes,High School,No,Low
S5075,18,Male,Chemistry,Third,2.68,66.65,30,Yes,Yes,Satisfied,No,PhD,Yes,Medium
S5076,27,Male,Mathematics,First,3.69,94.95,30,Yes,Yes,Satisfied,No,Master's,Yes,Low
S5077,19,Male,Chemistry,First,3.0,79.29,26,No,No,Dissatisfied,Yes,Master's,Yes,Medium
S5078,19,Non-binary,Economics,First,2.4,61.32,7,No,No,Neutral,Yes,PhD,No,Medium
S5079,29,Female,Physics,First,,87.71,21,Yes,Yes,Very Dissatisfied,No,Master's,No,Medium
S5080,20,Male,Computer Science,First,2.25,96.1,18,No,No,Dissatisfied,Yes,High School,Yes,High
S5081,27,Male,Mathematics,Fourth,2.95,,34,Yes,Yes,Satisfied,No,Master's,Yes,High
S5082,24,Female,Physics,First,2.97,60.07,17,No,No,Very Satisfied,Yes,Bachelor's,Yes,Low
S5083,19,Non-binary,Chemistry,Fourth,3.26,54.29,30,Yes,Yes,Satisfied,No,Master's,Yes,Medium
S5084,18,Non-binary,Economics,Third,3.63,61.47,36,Yes,Yes,Very Satisfied,Yes,PhD,Yes,High
S5085,23,Male,Physics,Fourth,3.01,66.93,38,Yes,No,Dissatisfied,Yes,Master's,No,High
S5086,26,Male,Computer Science,Fourth,3.63,66.69,27,Yes,Yes,Very Dissatisfied,Yes,Master's,Yes,Medium
S5087,20,Female,Physics,First,,74.93,38,No,Yes,Very Dissatisfied,Yes,PhD,No,High
S5088,23,Male,Economics,Third,2.26,75.26,16,No,Yes,Dissatisfied,Yes,PhD,Yes,High
S5089,20,Female,Chemistry,Third,3.4,73.57,27,No,No,Very Dissatisfied,No,High School,No,Medium
S5090,18,Male,Mathematics,Third,3.36,,32,No,Yes,Very Dissatisfied,No,PhD,Yes,Medium
S5091,29,Male,Mathematics,Second,3.13,55.34,23,Yes,No,Neutral,No,Bachelor's,No,Medium
S5092,22,Male,Biology,Fourth,3.34,70.92,38,No,Yes,Neutral,Yes,Bachelor's,Yes,Low
S5093,27,Non-binary,Chemistry,First,1.85,99.29,12,No,Yes,Neutral,No,PhD,Yes,Medium
S5094,28,Female,Biology,Second,,,38,Yes,No,Very Satisfied,Yes,Bachelor's,No,High
S5095,21,Female,Biology,First,3.56,71.99,20,No,No,Neutral,Yes,High School,No,Medium
S5096,24,Non-binary,Economics,Second,2.87,54.17,11,Yes,Yes,Dissatisfied,Yes,PhD,Yes,Medium
S5097,23,Non-binary,Economics,Third,3.33,60.66,31,No,Yes,Neutral,Yes,Master's,Yes,Medium
S5098,27,Non-binary,Economics,Second,4.3,78.73,24,No,Yes,Dissatisfied,Yes,High School,No,Medium
S5099,24,Female,Computer Science,Third,3.51,74.89,39,Yes,Yes,Neutral,Yes,Bachelor's,Yes,Medium
S5100,22,Male,Chemistry,Second,2.82,50.96,21,Yes,No,Very Dissatisfied,No,High School,No,Low
S5101,21,Non-binary,Mathematics,First,2.12,54.31,32,No,No,Neutral,Yes,Bachelor's,No,Medium
S5102,24,Non-binary,Chemistry,First,3.36,67.8,12,Yes,No,Dissatisfied,Yes,Bachelor's,Yes,Medium
S5103,24,Non-binary,Economics,Second,,57.04,8,Yes,Yes,Dissatisfied,No,Bachelor's,No,Low
S5104,23,Male,Computer Science,Fourth,2.61,97.89,37,No,Yes,Dissatisfied,No,High School,Yes,Medium
S5105,25,Male,Chemistry,Fourth,2.63,,26,No,Yes,Neutral,Yes,Master's,No,Low
S5106,21,Non-binary,Chemistry,Second,2.94,98.7,35,No,Yes,Very Satisfied,No,Master's,No,Medium
S5107,27,Male,Biology,Fourth,,82.83,5,No,No,Dissatisfied,No,Master's,Yes,Low
S5108,22,Non-binary,Chemistry,First,2.57,70.36,18,No,Yes,Very Satisfied,Yes,Master's,No,High
S5109,21,Male,Biology,Fourth,3.53,76.97,11,No,No,Neutral,No,Master's,No,High
